ID_Call,ID_Couple,Intruder,Owner,Sex,duration,element rate,peak freq(max),min freq(max),max freq(max),bandw(max),entropy(max),peak freq(mean),min freq(mean),max freq(mean),bandw(mean),entropy(mean),PC1,PC2,PC3,PC4,PC5
154,12,241,239,Male,0.02086,0.00517,20000,5000,62000,57000,0.344,26000,2000,89000,86000,0.427,-0.682532355,-1.144318293,-0.375529561,2.013575178,0.0813717
155,12,241,239,Male,0.0672,0.00231,17000,4000,58000,54000,0.311,17000,1000,76000,74000,0.451,-1.702798402,-1.474096422,-0.475692339,0.942481159,0.400245552
156,12,241,239,Male,0.0672,0.00231,17000,4000,58000,54000,0.311,17000,1000,76000,74000,0.45,-1.705711784,-1.472022547,-0.482327292,0.941533718,0.398307884
157,12,241,239,Male,0.0672,0.00231,17000,4000,58000,54000,0.311,17000,1000,76000,74000,0.45,-1.705711784,-1.472022547,-0.482327292,0.941533718,0.398307884
158,12,241,239,Male,0.04595,0.00108,7000,1000,62000,61000,0.312,7000,1000,70000,68000,0.443,-2.191969585,-2.167584406,-0.706697557,0.835946712,-0.010635603
159,12,241,239,Male,0.11118,0.00077,19000,4000,61000,57000,0.281,19000,2000,68000,65000,0.416,-2.131438387,-1.264767643,-0.756889844,-0.058665535,0.223606428
160,12,241,239,Male,0.0148,0.00097,20000,7000,67000,60000,0.267,20000,4000,48000,43000,0.349,-3.440061503,-0.855976034,-0.648180376,-0.163081347,-1.267851606
161,12,241,239,Male,0.11118,0.00077,19000,4000,61000,57000,0.282,19000,2000,68000,65000,0.416,-2.129143834,-1.267226297,-0.75001706,-0.058547766,0.222159603
162,12,241,239,Male,0.0148,0.00091,20000,7000,67000,60000,0.265,20000,4000,48000,43000,0.349,-3.444631514,-0.851632201,-0.67029324,-0.181834317,-1.26731417
163,12,241,239,Male,0.13124,0.00166,19000,2000,61000,58000,0.342,19000,1000,71000,70000,0.448,-1.620018518,-1.657226779,-0.157826373,0.216006631,0.456018037
164,12,241,239,Male,0.02436,0.0021,14000,4000,57000,52000,0.3,17000,1000,71000,70000,0.448,-2.174975772,-1.47583207,-0.497555093,0.968201778,0.08834882
165,12,241,239,Male,0.11306,0.00145,20000,2000,67000,64000,0.33,7000,1000,79000,77000,0.476,-0.988781005,-2.000955389,-0.540915848,0.848747159,0.469154319
166,12,241,239,Male,0.00473,0.00065,8000,4000,46000,42000,0.347,7000,2000,62000,60000,0.382,-3.631307336,-1.54646928,-0.499092985,0.725311058,0.026244024
167,12,241,239,Male,0.03208,0.00114,26000,1000,70000,68000,0.358,7000,1000,80000,79000,0.449,-0.73587354,-2.021966354,-0.75949918,1.022902294,-0.376604563
168,12,241,239,Male,0.06259,0.01563,7000,2000,67000,64000,0.365,7000,1000,71000,70000,0.475,-1.659496756,-2.234650478,1.835813841,5.352325826,0.56289619
169,12,241,239,Male,0.11349,0.00109,30000,4000,65000,61000,0.351,17000,2000,70000,67000,0.416,-1.470354899,-1.32385644,-0.342300874,0.058414469,-0.032726085
170,12,241,239,Male,0.10619,0.00111,19000,2000,71000,68000,0.298,20000,1000,80000,79000,0.478,-0.628711191,-1.770243535,-0.755660261,0.352573942,0.181728789
171,12,241,239,Male,0.12518,0.00102,52000,2000,64000,61000,0.337,16000,1000,76000,74000,0.454,-0.617658334,-1.095402915,-0.421851382,-0.013593313,0.136770195
172,12,241,239,Male,0.0503,0.00122,19000,2000,61000,58000,0.341,19000,1000,71000,70000,0.442,-1.72998521,-1.644380559,-0.373263176,0.413710785,-0.138818289
173,12,241,239,Male,0.0465,0.0014,19000,4000,54000,49000,0.327,19000,1000,71000,70000,0.444,-2.12659418,-1.341528531,-0.350285068,0.552688375,0.218206263
174,12,241,239,Male,0.02432,0.00209,14000,4000,57000,52000,0.295,17000,1000,71000,70000,0.45,-2.180663229,-1.46778107,-0.520096734,0.96658926,0.098785182
175,12,241,239,Male,0.09966,0.00129,21000,2000,67000,64000,0.334,20000,1000,77000,76000,0.474,-0.899801842,-1.736914236,-0.377789095,0.349343174,0.153888475
176,12,241,239,Male,0.00473,0.00076,8000,4000,46000,42000,0.347,7000,2000,62000,60000,0.382,-3.631342341,-1.545417913,-0.483752945,0.759259684,0.030563749
177,12,241,239,Male,0.03212,0.00118,26000,1000,70000,68000,0.372,7000,1000,80000,79000,0.449,-0.703717895,-2.056006248,-0.657648925,1.036728329,-0.395008905
178,12,241,239,Male,0.06254,0.01562,7000,2000,67000,64000,0.359,7000,1000,71000,70000,0.475,-1.67331669,-2.219992809,1.793116243,5.348742576,0.570833943
179,12,241,239,Male,0.11345,0.00108,30000,4000,65000,61000,0.352,17000,2000,70000,67000,0.416,-1.468101806,-1.32640961,-0.336875712,0.055613679,-0.034846007
180,12,241,239,Male,0.10619,0.00114,19000,4000,71000,67000,0.299,20000,1000,80000,79000,0.478,-0.626698046,-1.660915907,-0.732808377,0.406794259,0.234714885
181,12,241,239,Male,0.12518,0.00103,54000,5000,70000,64000,0.349,16000,1000,76000,74000,0.454,-0.283984922,-0.997652353,-0.368989564,0.039381324,-0.020476144
182,12,241,239,Male,0.11345,0.00104,30000,4000,67000,62000,0.354,17000,2000,70000,67000,0.416,-1.383592513,-1.346764855,-0.343038931,0.046618504,-0.095335149
183,12,241,239,Male,0.10619,0.00115,19000,4000,71000,67000,0.302,20000,1000,80000,79000,0.478,-0.619817572,-1.668196288,-0.710795474,0.410233803,0.230767113
184,12,241,239,Male,0.12518,0.00102,54000,5000,70000,64000,0.337,16000,1000,76000,74000,0.454,-0.311516368,-0.968244092,-0.452857529,0.034881862,-0.003506951
185,13,240,245,Female,0.16588,0.00106,42000,24000,70000,45000,0.298,45000,4000,84000,80000,0.412,-0.179419328,1.067516515,-0.595893993,-0.373397353,0.761462607
186,13,240,245,Female,0.14054,0.00093,48000,23000,76000,52000,0.303,49000,2000,84000,82000,0.409,0.377797924,0.932169835,-0.762089504,-0.533358696,0.29431102
187,13,240,245,Female,0.11912,0.00101,51000,20000,73000,52000,0.326,46000,4000,83000,79000,0.413,0.149461625,0.869484418,-0.475656306,-0.437130979,0.006950172
188,13,240,245,Female,0.19805,0.00116,46000,20000,82000,61000,0.36,48000,2000,84000,82000,0.418,0.873798385,0.394419762,-0.299788644,-0.727461146,0.320668695
189,13,240,245,Female,0.14587,0.00104,52000,20000,77000,57000,0.333,48000,4000,83000,79000,0.415,0.463809458,0.806920069,-0.396713359,-0.631687643,-0.025431752
190,13,240,245,Female,0.08153,0.00103,49000,14000,74000,60000,0.358,48000,2000,86000,83000,0.431,0.605312273,0.170716265,-0.423709912,-0.397725213,-0.402439988
191,13,240,245,Female,0.2775,0.00181,42000,8000,70000,61000,0.371,42000,2000,80000,77000,0.419,0.097560295,-0.41364186,0.074082601,-1.016070621,0.910698882
192,13,240,245,Female,0.22592,0.00155,42000,13000,74000,61000,0.335,43000,2000,84000,82000,0.438,0.454405755,-0.105845884,-0.292088256,-0.672203815,0.730866809
193,13,240,245,Female,0.22971,0.00153,42000,13000,74000,61000,0.335,43000,2000,84000,82000,0.437,0.45572851,-0.10406383,-0.296483597,-0.695211442,0.754711114
194,14,235,244,Female,0.15684,0.0011,45000,26000,70000,43000,0.321,39000,7000,86000,79000,0.41,-0.230513568,1.316141058,-0.400691283,-0.042943862,0.673418891
195,14,235,244,Female,0.13917,0.00214,39000,21000,83000,61000,0.361,51000,11000,86000,74000,0.402,0.309540715,1.072975611,0.132443577,-0.20000187,-0.511792215
196,15,224,246,Male,0.14519,0.00101,41000,27000,77000,49000,0.314,41000,4000,84000,80000,0.445,0.176104066,0.926561782,-0.388344415,-0.057252196,0.552416272
197,15,224,246,Male,0.22318,0.00083,61000,16000,77000,61000,0.367,57000,2000,95000,92000,0.476,1.916095286,0.569831303,-0.102880111,-1.146062968,0.603460963
198,16,246,247,Male,0.17668,0.00098,24000,19000,46000,27000,0.281,30000,1000,79000,77000,0.394,-2.075221621,0.357503174,-0.806326526,-0.002766341,1.937217162
199,16,246,247,Male,0.15249,0.00113,43000,5000,74000,68000,0.342,7000,1000,82000,80000,0.412,-0.172711632,-1.361355193,-0.991443149,0.471124432,0.295363101
200,16,246,247,Male,0.13585,0.00247,48000,8000,76000,67000,0.361,7000,1000,101000,99000,0.445,1.220179469,-1.157079707,-1.092430115,1.514386256,0.69879317
201,16,246,247,Male,0.17629,0.00098,24000,19000,46000,27000,0.284,29000,1000,79000,77000,0.395,-2.079036484,0.328027541,-0.790270368,0.03512304,1.944664876
202,16,246,247,Male,0.15424,0.00118,43000,7000,73000,65000,0.34,7000,1000,82000,80000,0.411,-0.247191165,-1.199384222,-0.975596627,0.532425197,0.426190775
203,16,246,247,Male,0.13585,0.00247,48000,8000,76000,67000,0.36,7000,1000,101000,99000,0.445,1.217884916,-1.154621053,-1.099302899,1.514268487,0.700239995
204,16,246,247,Male,0.22715,0.00183,43000,4000,84000,80000,0.361,43000,1000,95000,93000,0.448,1.8145466,-1.013858613,-0.581943604,-0.564115353,0.280760658
205,16,246,247,Male,0.18372,0.00285,65000,8000,86000,77000,0.387,43000,1000,96000,95000,0.458,2.400117815,-0.389192462,-0.257457734,-0.098174721,-0.063840781
206,16,246,247,Male,0.18171,0.00313,42000,4000,96000,92000,0.417,45000,2000,99000,96000,0.454,2.689501974,-1.281018778,-0.210437155,0.053905231,-0.506949685
207,16,246,247,Male,0.18252,0.00309,48000,8000,76000,67000,0.36,7000,1000,90000,89000,0.433,0.620673047,-1.154171186,-0.684509545,1.222298292,0.787147393
208,16,246,247,Male,0.22327,0.00183,43000,4000,84000,80000,0.36,42000,1000,95000,93000,0.443,1.780178275,-1.020963686,-0.63781896,-0.51775159,0.257905244
209,16,246,247,Male,0.18372,0.00285,65000,8000,95000,86000,0.391,43000,1000,96000,95000,0.458,2.85494541,-0.573340434,-0.318369017,-0.116995114,-0.424860456
210,16,246,247,Male,0.17821,0.00143,43000,4000,98000,93000,0.431,45000,2000,99000,96000,0.453,2.814324033,-1.324278428,-0.375768975,-0.460783498,-0.685317254
211,16,246,247,Male,0.23859,0.00189,48000,20000,76000,55000,0.319,46000,1000,90000,89000,0.448,1.030758772,0.495058195,-0.440552937,-0.423438983,1.187684592
212,16,246,247,Male,0.16934,0.00244,67000,7000,84000,77000,0.406,46000,1000,98000,96000,0.456,2.51926364,-0.377257202,-0.225352427,-0.273357429,-0.216698401
213,16,246,247,Male,0.06186,0.00974,32000,27000,68000,41000,0.191,29000,24000,65000,41000,0.213,-3.828965051,2.951061944,0.014851776,2.70428704,-0.907493248
214,16,246,247,Male,0.064,0.00492,19000,5000,30000,24000,0.243,17000,2000,32000,29000,0.267,-6.394113583,-0.246824343,-0.005529653,0.506346352,0.298255036
215,16,246,247,Male,1.2398,0.00235,48000,16000,76000,60000,0.313,46000,2000,99000,96000,0.46,2.670337871,0.266952308,0.726321171,-4.358613534,8.222290601
216,17,193,202,Female,0.16661,0.001,55000,11000,70000,58000,0.338,30000,2000,96000,93000,0.431,0.926085272,-0.101737714,-0.948961537,0.01018322,0.69320134
217,17,193,202,Female,0.11566,0.00093,55000,11000,70000,58000,0.338,30000,2000,96000,93000,0.427,0.85759204,-0.09275802,-1.052865508,0.198372559,0.325549275
218,17,193,202,Female,0.11566,0.00097,55000,11000,70000,58000,0.339,30000,2000,96000,93000,0.427,0.859873864,-0.094834358,-1.040414527,0.210835282,0.325673259
219,17,193,202,Female,0.01258,0.00132,55000,10000,96000,86000,0.347,32000,4000,76000,71000,0.401,0.756014546,-0.50521705,-0.722878547,0.041036189,-2.12763711
220,17,193,202,Female,0.07953,0.00133,29000,5000,70000,64000,0.367,30000,1000,77000,76000,0.411,-0.626328204,-1.179061682,-0.478069978,0.044544603,-0.356312195
221,17,193,202,Female,0.16661,0.001,55000,11000,70000,58000,0.344,30000,2000,96000,93000,0.431,0.939852586,-0.116489634,-0.907724829,0.010889831,0.684520392
222,17,193,202,Female,0.11566,0.00097,55000,11000,70000,58000,0.335,30000,2000,96000,93000,0.427,0.850695654,-0.084999745,-1.067905666,0.210364208,0.331460558
223,17,193,202,Female,0.11566,0.00097,55000,11000,70000,58000,0.335,30000,2000,96000,93000,0.427,0.850695654,-0.084999745,-1.067905666,0.210364208,0.331460558
224,17,193,202,Female,0.07953,0.00133,29000,5000,70000,64000,0.365,30000,1000,77000,76000,0.411,-0.630917309,-1.174144376,-0.491815548,0.044309065,-0.353418546
225,17,193,202,Female,0.11968,0.00081,19000,14000,41000,26000,0.234,20000,5000,62000,57000,0.344,-4.018903422,0.309085197,-0.895362523,-0.034339615,1.107766494
226,17,193,202,Female,0.14498,0.00096,20000,4000,65000,61000,0.354,38000,2000,79000,76000,0.416,-0.817964994,-1.096283392,-0.382073693,-0.527783224,0.211258035
227,17,193,202,Female,0.16512,0.00088,35000,14000,67000,52000,0.297,38000,2000,76000,73000,0.403,-0.869934164,0.028428076,-0.657312724,-0.597475305,0.529098649
228,18,233,213,Male,0.10355,0.00041,52000,19000,68000,49000,0.292,51000,5000,70000,64000,0.365,-1.057796021,1.224549222,-0.540939341,-1.16453596,-0.472907025
229,18,233,213,Male,0.19635,0.00071,57000,20000,73000,52000,0.313,54000,4000,76000,71000,0.415,-0.002895485,1.165073713,-0.1509007,-1.376416504,0.229947417
230,19,195,190,Male,0.19707,0.01159,41000,4000,76000,71000,0.324,41000,1000,84000,83000,0.451,0.607822158,-0.7661929,0.911135129,2.407815601,0.652746743
231,19,195,190,Male,0.18538,0.00228,55000,16000,77000,61000,0.362,29000,2000,79000,76000,0.416,0.271711475,0.004383261,-0.161114075,0.015467217,0.321406533
232,19,195,190,Male,0.14702,0.01033,57000,10000,76000,65000,0.334,58000,1000,84000,83000,0.435,0.999617405,0.30262343,0.8825788,1.641047965,0.079837083
233,19,195,190,Male,0.11302,0.00215,55000,14000,73000,58000,0.311,55000,5000,77000,71000,0.412,-0.072596513,0.841648542,-0.114752727,-0.737404055,-0.554288323
234,19,195,190,Male,0.14489,0.01196,57000,10000,74000,64000,0.335,58000,1000,84000,83000,0.435,0.919108635,0.330856333,1.128267522,2.150037388,0.1834944
235,19,195,190,Male,0.11302,0.00216,55000,14000,73000,58000,0.305,55000,5000,77000,71000,0.412,-0.086367009,0.856496041,-0.154594886,-0.735024427,-0.545214673
236,19,195,190,Male,0.18713,0.00215,36000,29000,65000,36000,0.276,38000,2000,83000,80000,0.416,-0.65461315,1.128835933,-0.596286841,0.274610973,1.569372053
237,19,195,190,Male,0.16166,0.00288,38000,4000,70000,65000,0.331,38000,1000,86000,84000,0.435,0.236519317,-0.827458494,-0.434080365,0.038934095,0.355430711
238,19,195,190,Male,0.14894,0.00095,57000,10000,80000,70000,0.375,54000,1000,80000,79000,0.42,0.986582077,-0.046633189,-0.196025173,-1.251635079,-0.586526545
239,19,195,190,Male,0.2007,0.0012,57000,8000,71000,62000,0.36,38000,1000,82000,80000,0.435,0.48718118,-0.28774413,-0.239349844,-0.8034459,0.373151573
240,19,195,190,Male,0.13418,0.00072,38000,2000,73000,70000,0.364,41000,1000,76000,74000,0.405,-0.18022717,-1.020864298,-0.428552445,-0.961068525,-0.491792793
241,19,195,190,Male,0.15671,0.00066,38000,16000,77000,61000,0.38,26000,2000,80000,77000,0.435,0.031433084,-0.497045216,-0.259580263,-0.068519064,0.279046035
242,19,195,190,Male,0.20834,0.00134,57000,5000,70000,64000,0.355,38000,1000,79000,77000,0.43,0.274434866,-0.453767025,-0.194071,-0.951964963,0.285497109
243,19,195,190,Male,0.15061,0.00209,58000,11000,76000,64000,0.373,32000,2000,79000,76000,0.422,0.352277534,-0.209894849,-0.110536888,-0.141911479,-0.126437741
244,19,195,190,Male,0.20194,0.00087,30000,10000,77000,67000,0.371,27000,2000,79000,76000,0.427,-0.101555291,-1.007554099,-0.301922901,-0.351564925,0.408462882
245,19,195,190,Male,0.07022,0.00091,65000,4000,83000,79000,0.396,62000,4000,82000,77000,0.418,1.332440956,-0.00324261,-0.043940231,-1.411590618,-1.820195367
246,19,195,190,Male,0.17634,0.00052,61000,19000,71000,52000,0.29,60000,2000,82000,79000,0.435,0.523793913,1.193731681,-0.463862831,-1.445575733,0.307204123
247,19,195,190,Male,0.11793,0.00058,65000,10000,82000,71000,0.361,67000,5000,83000,77000,0.413,1.233818857,0.713089798,-0.158051898,-1.707775644,-1.260136142
248,19,195,190,Male,0.20791,0.00043,23000,7000,73000,65000,0.355,23000,2000,77000,74000,0.424,-0.631005826,-1.29448963,-0.450935136,-0.432179192,0.582926049
249,19,195,190,Male,0.12936,0.00107,24000,10000,70000,60000,0.341,58000,2000,80000,77000,0.421,-0.263237893,-0.280466703,-0.256291181,-0.986219645,-0.098213096
250,19,195,190,Male,0.18803,0.00257,39000,16000,65000,49000,0.34,39000,2000,82000,79000,0.427,-0.33663076,0.152781178,-0.087817478,-0.007724387,0.963475123
251,19,195,190,Male,0.21201,0.0015,39000,17000,79000,61000,0.321,43000,2000,86000,83000,0.428,0.599928112,0.095377207,-0.54209027,-0.47186753,0.66968343
252,19,195,190,Male,0.11438,0.00267,42000,5000,70000,64000,0.355,41000,2000,87000,84000,0.441,0.36633324,-0.615206269,-0.253757644,0.091040126,-0.072779871
253,19,195,190,Male,0.105,0.0019,26000,13000,74000,61000,0.372,30000,4000,84000,80000,0.422,-0.22758115,-0.595482961,-0.301610099,0.516480156,0.010723206
254,20,18,255,Female,0.06344,0.00154,36000,32000,79000,46000,0.207,36000,5000,83000,77000,0.38,-0.600213734,1.506087032,-1.520059701,0.679172316,0.157684684
255,20,18,255,Female,0.07057,0.00128,32000,27000,65000,38000,0.2,52000,4000,77000,73000,0.388,-1.344449828,1.561091697,-1.160548162,-0.200423367,0.324344216
256,20,18,255,Female,0.00051,0,36000,30000,45000,14000,0.216,35000,30000,45000,14000,0.205,-6.410251618,4.091380529,0.029138515,-0.70735945,-1.635176959
257,20,18,255,Female,0.02342,0.00209,35000,30000,43000,13000,0.189,35000,27000,76000,48000,0.273,-4.379024605,3.876924957,-0.559569836,0.724937189,-0.278452777
258,20,18,255,Female,0.00499,0.00183,58000,26000,65000,39000,0.199,58000,26000,67000,41000,0.214,-3.121861149,4.105677733,-0.697095744,-0.705379506,-2.201977602
259,20,18,255,Female,0.0576,0.00173,33000,29000,73000,43000,0.195,33000,26000,76000,49000,0.336,-2.677473516,2.948124904,-0.482184471,0.537898283,-1.042493164
260,20,18,255,Female,0.03345,0.00148,33000,27000,73000,45000,0.229,33000,27000,74000,46000,0.276,-2.952650142,2.92117757,-0.609162045,0.401752009,-1.563038263
261,20,18,255,Female,0.02632,0.00137,27000,23000,35000,11000,0.184,30000,23000,76000,52000,0.346,-4.522555564,2.880104727,-0.466435361,0.65589284,0.282153024
262,20,18,255,Female,0.0433,0.00211,29000,24000,38000,13000,0.18,32000,24000,68000,43000,0.268,-5.057369903,3.204784374,-0.56355589,0.460037321,-0.0770681
263,20,18,255,Female,0.07965,0.00147,35000,29000,42000,13000,0.199,32000,23000,71000,48000,0.285,-4.384512266,3.401729567,-0.527667699,0.283456187,0.250902251
264,20,18,255,Female,0.11746,0.00074,46000,7000,73000,65000,0.344,46000,2000,82000,79000,0.435,0.30769676,-0.34649259,-0.423661986,-0.817761374,-0.379056531
265,20,18,255,Female,0.08298,0.00184,49000,7000,68000,61000,0.312,16000,2000,83000,80000,0.437,-0.307025493,-0.725422954,-0.828866145,0.716822963,0.021169431
266,20,18,255,Female,0.0794,0.00184,30000,7000,58000,51000,0.346,23000,1000,82000,80000,0.428,-1.028329342,-0.917559012,-0.530644266,0.642855511,0.434663769
267,20,18,255,Female,0.0282,0.00699,38000,10000,76000,65000,0.356,38000,5000,76000,70000,0.38,-0.577865914,-0.170410726,0.313137232,1.688893711,-1.015335049
268,20,18,255,Female,0.08934,0.00094,14000,5000,41000,35000,0.29,14000,2000,67000,64000,0.362,-3.531181147,-0.897881314,-0.874332665,0.302943339,0.893982746
269,20,18,255,Female,0.08631,0.00092,11000,2000,60000,57000,0.284,13000,2000,74000,71000,0.402,-2.124468524,-1.602915943,-1.114346384,0.470418985,0.295197114
270,20,18,255,Female,0.1277,0.00076,16000,7000,61000,54000,0.347,14000,2000,87000,84000,0.452,-0.901997392,-1.419888427,-0.702026884,0.684506073,0.956989527
271,21,251,255,Female,0.09083,0.00093,57000,17000,74000,57000,0.321,55000,2000,82000,79000,0.41,0.452314473,0.800889965,-0.577465394,-0.83046051,-0.465638182
272,21,251,255,Female,0.06754,0.00351,54000,49000,61000,11000,0.157,51000,5000,90000,84000,0.307,-1.031156122,3.977686802,-1.796072059,1.182347584,1.366516156
273,21,251,255,Female,0.15547,0.00076,55000,14000,73000,58000,0.337,57000,4000,82000,77000,0.404,0.383607914,0.75724981,-0.325759366,-1.285477833,-0.220308494
274,21,251,255,Female,0.15001,0.00085,64000,30000,86000,55000,0.366,58000,4000,83000,79000,0.417,1.240172075,1.688925155,-0.054802665,-0.904290933,-0.23131834
275,22,231,224,Male,0.15095,0.00154,52000,13000,80000,67000,0.358,54000,2000,89000,86000,0.456,1.373294506,0.12563264,-0.193619913,-0.703754022,-0.154858576
276,22,231,224,Male,0.15342,0.00099,55000,16000,83000,67000,0.352,54000,2000,89000,86000,0.451,1.524553472,0.350993464,-0.341860954,-0.842905292,-0.190872359
277,22,231,224,Male,0.12117,0.00105,52000,5000,71000,65000,0.316,54000,4000,89000,84000,0.428,0.666282013,0.087188654,-0.639699825,-0.949984582,-0.409886761
278,22,231,224,Male,0.13632,0.00097,51000,7000,83000,76000,0.361,54000,2000,90000,87000,0.432,1.540040135,-0.318834049,-0.546070056,-0.969326048,-0.645552481
279,22,231,224,Male,0.05243,0.00116,58000,16000,82000,65000,0.344,57000,2000,90000,87000,0.432,1.424432234,0.580566378,-0.615624919,-0.480845864,-0.896141908
280,22,231,224,Male,0.08686,0.00144,7000,1000,64000,62000,0.309,55000,1000,90000,89000,0.437,-0.266603754,-1.161529169,-0.841310092,-0.373911253,0.099409878
281,22,231,224,Male,0.1399,0.00109,57000,7000,83000,76000,0.366,57000,2000,95000,92000,0.443,2.032744243,-0.160289876,-0.543404309,-0.961994606,-0.576772766
282,22,231,224,Male,0.14724,0.00102,57000,16000,79000,62000,0.325,57000,2000,89000,86000,0.433,1.263729633,0.657016878,-0.571964049,-0.933891147,-0.103496705
283,22,231,224,Male,0.0375,0.00416,51000,4000,87000,83000,0.369,48000,2000,93000,90000,0.449,1.819493628,-0.734686137,-0.2925823,0.64741718,-1.318792436
284,22,231,224,Male,0.05171,0.0043,54000,8000,86000,77000,0.357,52000,2000,92000,89000,0.443,1.734514103,-0.239467884,-0.24801635,0.546581145,-1.093281839
285,22,231,224,Male,0.20266,0.00085,52000,26000,68000,42000,0.277,54000,2000,89000,86000,0.427,0.44059387,1.488046832,-0.741258395,-0.805173368,1.210277818
286,22,231,224,Male,0.14856,0.0053,52000,4000,73000,68000,0.322,52000,2000,80000,77000,0.428,0.376140857,-0.200167384,0.167075925,0.05868509,-0.252919766
287,22,231,224,Male,0.14749,0.00525,52000,4000,74000,70000,0.325,52000,2000,80000,77000,0.428,0.450488604,-0.251041649,0.164164936,0.038547918,-0.329110412
288,22,231,224,Male,0.2679,0.00105,57000,4000,86000,82000,0.341,55000,1000,92000,90000,0.46,2.198698771,-0.518648752,-0.471127567,-1.587753802,0.164568805
289,22,231,224,Male,0.15705,0.00076,54000,19000,62000,43000,0.298,52000,1000,90000,89000,0.441,0.400605978,0.974464785,-0.702584608,-0.703804581,0.951486399
290,22,231,224,Male,0.15607,0.00109,20000,4000,60000,55000,0.286,21000,1000,89000,87000,0.437,-0.754227355,-1.243818131,-1.189832176,0.353607039,1.152442837
291,22,231,224,Male,0.15961,0.00075,23000,4000,71000,67000,0.358,23000,1000,82000,80000,0.434,-0.354123926,-1.568701775,-0.615222719,-0.069310542,0.383005384
292,22,231,224,Male,0.17497,0.0012,38000,4000,87000,83000,0.397,36000,1000,89000,87000,0.442,1.433065498,-1.407250535,-0.443311163,-0.416728677,-0.298442647
293,22,231,224,Male,0.15658,0.00127,52000,14000,79000,64000,0.343,52000,1000,90000,89000,0.449,1.359492711,0.16799555,-0.476437893,-0.674176463,0.09782007
294,22,231,224,Male,0.17651,0.00081,5000,1000,68000,67000,0.295,38000,1000,95000,93000,0.462,0.094012953,-1.653436935,-1.117013072,-0.206842405,0.925052886
295,22,231,224,Male,0.05661,0.00314,45000,26000,76000,49000,0.329,43000,2000,93000,90000,0.442,0.771488414,0.869660358,-0.48944697,1.072707255,0.230442181
296,22,231,224,Male,0.1777,0.00087,36000,20000,86000,65000,0.377,38000,2000,92000,89000,0.447,1.289651802,-0.167867711,-0.462415894,-0.07789869,0.426617028
297,22,231,224,Male,0.07603,0.0018,55000,13000,77000,64000,0.342,43000,2000,90000,87000,0.442,1.034069614,0.099222631,-0.577234783,0.066829249,-0.42037795
298,22,231,224,Male,0.1748,0.00101,54000,16000,80000,64000,0.36,39000,4000,90000,86000,0.436,1.133926684,0.242713599,-0.426150568,-0.370165021,0.164699159
299,23,224,231,Male,0.13683,0.00093,24000,17000,68000,51000,0.326,23000,2000,93000,90000,0.447,-0.084304677,-0.460628877,-0.919741881,0.711298702,1.107751841
300,23,224,231,Male,0.14054,0.00099,55000,26000,92000,65000,0.314,55000,5000,92000,86000,0.424,1.698601916,1.272747145,-0.718731805,-0.535558644,-0.333591388
301,23,224,231,Male,0.16716,0.00112,49000,11000,98000,86000,0.4,45000,1000,102000,101000,0.466,3.071205726,-0.7553585,-0.665217553,-0.278275511,-0.355097078
302,23,224,231,Male,0.1786,0.00072,60000,55000,68000,13000,0.181,58000,2000,90000,87000,0.449,0.239853458,3.882635773,-1.03826168,-0.159234398,2.224486048
303,23,224,231,Male,0.14702,0.00069,58000,7000,79000,71000,0.333,57000,2000,89000,86000,0.446,1.426178082,0.019226702,-0.552901689,-1.265174422,-0.4560067
304,23,224,231,Male,0.19575,0.00094,61000,33000,76000,42000,0.297,61000,2000,95000,92000,0.448,1.462438762,2.074010815,-0.587519514,-0.718086944,1.12202243
305,23,224,231,Male,0.1649,0.00082,54000,16000,77000,61000,0.335,55000,2000,89000,86000,0.442,1.169199498,0.525472059,-0.458405507,-0.967601684,0.123174921
306,23,224,231,Male,0.21482,0.00129,58000,16000,76000,60000,0.341,54000,2000,95000,92000,0.449,1.622044479,0.592733185,-0.433271936,-0.865141786,0.652013912
307,23,224,231,Male,0.18269,0.00066,55000,14000,76000,61000,0.334,57000,2000,93000,90000,0.446,1.427666127,0.494431104,-0.548927206,-1.104809792,0.295609177
308,23,224,231,Male,0.16644,0.00752,52000,7000,86000,79000,0.363,54000,1000,95000,93000,0.466,2.188515801,-0.432988787,0.397861773,1.0766886,-0.072190672
309,23,224,231,Male,0.15406,0.00082,54000,16000,70000,54000,0.349,54000,2000,92000,89000,0.446,1.015854499,0.605002762,-0.390950947,-0.788614258,0.39302706
310,23,224,231,Male,0.15044,0.0009,54000,49000,61000,11000,0.159,55000,4000,92000,87000,0.443,-0.313377228,3.674576529,-1.212698362,0.073734285,2.155246767
311,23,224,231,Male,0.19285,0.00084,55000,23000,79000,55000,0.344,42000,2000,95000,92000,0.436,1.412882609,0.745977131,-0.686634146,-0.295066902,0.799487557
312,23,224,231,Male,0.17429,0.00096,52000,8000,82000,73000,0.363,54000,2000,86000,83000,0.426,1.277231699,-0.190032587,-0.366326169,-1.214079465,-0.395308314
313,23,224,231,Male,0.24256,0.00099,52000,14000,87000,73000,0.355,52000,2000,95000,92000,0.451,2.114359815,0.040465764,-0.482121799,-1.025293273,0.386266029
314,23,224,231,Male,0.169,0.00117,61000,8000,87000,79000,0.389,58000,4000,96000,92000,0.446,2.380664005,0.011674165,-0.270230046,-1.074999295,-0.635388497
